MSSubClass,LotFrontage,LotShape,X1stFlrSF,TotalBsmtSF,GrLivArea,FireplaceQu,GarageArea,Heating,ExterQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,CentralAir,SalePrice
20,110,Reg,1839,1477,1839,TA,416,GasA,TA,106,1186,291,Y,257500
20,80,Reg,1136,1136,1136,Gd,384,GasA,TA,0,892,244,Y,140000
160,24,Reg,855,855,1441,TA,440,GasA,TA,0,311,544,Y,148500
70,60,Reg,1095,1095,1774,NA,779,GasW,TA,0,0,1095,N,87000
30,52,Reg,792,768,792,NA,240,GasA,Gd,0,0,768,Y,109500
20,80,IR1,2046,2046,2046,Gd,834,GasA,Gd,464,0,2046,Y,372500
20,NA,IR1,988,988,988,NA,572,GasA,TA,57,827,161,Y,128500
120,50,Reg,923,923,923,TA,264,GasA,TA,0,543,261,Y,143000
50,55,IR2,848,793,1520,NA,281,GasA,TA,0,182,611,Y,159434
120,NA,Reg,1291,1291,1291,Gd,431,GasA,TA,0,1003,288,Y,173000
20,90,IR1,1668,1626,1668,TA,702,GasA,Gd,215,1059,567,Y,285000
60,58,IR2,1195,1195,1839,NA,486,GasA,Gd,30,0,1195,Y,221000
160,NA,IR1,1190,1190,2090,TA,577,GasA,Gd,0,828,180,Y,207500
60,84,Reg,874,874,1761,NA,578,GasA,Gd,0,0,874,Y,227875
160,NA,IR2,551,551,1102,NA,480,GasA,Gd,0,239,312,Y,148800
20,60,Reg,1419,1419,1419,Gd,567,GasA,Gd,0,945,474,Y,392000
120,61,IR1,1362,1362,1362,Gd,460,GasA,Gd,256,20,1342,Y,194700
120,NA,Reg,848,848,848,TA,420,GasA,Gd,147,697,151,Y,141000
60,104,IR1,2444,2444,4316,Ex,832,GasA,Ex,1170,1455,989,Y,755000
60,42,IR1,1238,1210,2519,Gd,628,GasA,Gd,293,965,245,Y,335000
30,60,Reg,1073,1073,1073,NA,326,GasA,TA,0,0,1073,Y,108480
50,51,Reg,1067,927,1539,NA,576,GasA,TA,0,0,927,Y,141500
20,54,IR1,1137,1112,1137,TA,551,GasA,TA,72,980,92,Y,176000
30,50,Reg,616,616,616,NA,205,GasA,TA,0,616,0,Y,89000
20,57,IR1,1148,980,1148,NA,308,GasA,TA,0,210,219,Y,123500
20,65,Reg,894,894,894,Gd,336,GasA,TA,0,553,224,Y,138500
120,59,IR2,1391,1391,1391,NA,530,GasA,Gd,0,16,1375,Y,196000
20,85,Reg,1800,1800,1800,Gd,765,GasA,Gd,630,1274,526,Y,312500
20,80,Reg,1164,1164,1164,NA,528,GasA,TA,168,0,1164,Y,140000
60,82,IR1,1264,1234,2576,Gd,666,GasA,Ex,466,0,1234,Y,361919
190,76,Reg,1032,360,1812,Po,672,GasA,TA,0,0,360,Y,140000
20,70,Reg,1484,1473,1484,NA,606,GasA,Gd,109,712,761,Y,213000
190,70,Reg,372,0,1092,NA,0,GasA,Fa,0,0,0,N,55000
20,NA,IR2,1824,1643,1824,TA,739,GasA,TA,351,1219,424,Y,302000
120,48,Reg,1324,1324,1324,Gd,550,GasA,Gd,176,863,461,Y,254000
60,65,IR1,728,728,1456,Gd,400,GasA,Gd,0,0,728,Y,179540
20,NA,IR1,904,876,904,NA,408,GasA,TA,41,0,876,Y,109900
30,56,IR1,729,270,729,NA,0,GasA,Gd,0,0,270,Y,52000
50,66,Reg,859,859,1178,NA,384,GasA,TA,0,0,859,Y,102776
120,40,IR1,1228,1228,1228,Gd,472,GasA,Gd,0,767,461,Y,189000
190,60,Reg,960,960,960,NA,576,GasW,TA,160,789,171,N,129000
60,NA,IR1,725,725,1479,NA,475,GasA,Gd,289,533,192,Y,130500
20,78,Reg,1350,1064,1350,TA,478,GasA,TA,174,0,1064,Y,165000
70,60,Reg,1576,718,2554,NA,704,GasA,TA,0,0,718,Y,159500
20,80,Reg,1178,1176,1178,Fa,439,GasA,TA,0,1084,92,Y,157000
60,96,Reg,1325,1311,2418,TA,983,GasA,Gd,651,1173,138,Y,341000
20,69,IR1,971,971,971,Po,300,GasA,TA,0,523,448,Y,128500
120,NA,IR1,1742,1742,1742,TA,564,GasA,Gd,0,1148,594,Y,275000
120,NA,Reg,848,848,848,NA,420,GasA,Gd,169,662,186,Y,143000
20,70,Reg,864,864,864,NA,463,GasA,TA,0,191,673,Y,124500
50,60,Reg,997,941,1470,NA,548,GasA,TA,0,0,941,Y,135000
20,86,IR1,1698,1698,1698,Gd,768,GasA,Ex,340,1234,464,Y,320000
20,60,Reg,864,864,864,NA,660,GasA,TA,0,375,250,Y,120500
20,NA,IR1,1680,880,1680,Gd,540,GasA,Gd,260,808,72,Y,222000
20,64,Reg,1232,1232,1232,NA,632,GasA,Gd,82,724,508,Y,194500
90,85,Reg,1776,1584,1776,NA,888,GasA,TA,95,0,1584,Y,110000
30,52,Reg,848,780,1208,NA,539,GasA,TA,0,152,628,Y,103000
120,39,IR1,1616,1595,1616,TA,608,GasA,Gd,0,1180,415,Y,236500
80,73,IR1,1146,868,1146,Gd,438,GasA,Gd,442,786,82,Y,187500
60,75,IR1,1153,1153,2031,TA,541,GasA,Gd,202,252,901,Y,222500
20,80,Reg,1144,864,1144,TA,264,GasA,TA,0,594,270,Y,131400
20,NA,IR1,948,948,948,NA,300,GasA,TA,0,0,948,Y,108000
75,60,Reg,880,880,1768,TA,320,GasW,TA,0,390,490,N,163000
90,60,Reg,1040,0,1040,NA,400,GasA,TA,0,0,0,N,93500
60,72,IR1,901,893,1801,Gd,800,GasA,Gd,0,0,893,Y,239900
90,60,Reg,1200,1200,1200,NA,0,GasA,TA,0,1200,0,Y,179000
60,65,IR1,864,864,1728,NA,572,GasA,Gd,0,0,864,Y,190000
70,60,Reg,768,264,1432,NA,360,GasA,TA,0,0,264,Y,132000
20,65,IR1,912,912,912,NA,288,GasA,TA,0,832,80,Y,142000
20,65,Reg,1349,1349,1349,NA,539,GasA,TA,108,0,1349,Y,179000
80,70,IR1,1464,520,1464,TA,480,GasA,TA,0,444,76,Y,175000
120,41,IR1,1337,1337,1337,TA,462,GasA,Gd,0,733,604,Y,180000
60,NA,IR1,1175,1142,2715,TA,831,GasA,Ex,289,575,487,Y,299800
60,NA,IR1,980,952,2256,TA,554,GasA,Gd,0,300,652,Y,236000
70,65,IR1,1320,1240,2640,Gd,864,GasW,Gd,0,0,1240,N,265979
20,59,IR1,1720,1720,1720,TA,527,GasA,Gd,338,919,801,Y,260400
50,50,Reg,1088,0,1529,NA,240,Wall,TA,0,0,0,N,98000
50,55,Reg,792,576,1140,NA,0,GasA,TA,0,0,576,Y,96500
60,NA,Reg,660,660,1320,NA,400,GasA,Gd,0,0,660,Y,162000
20,79,IR1,1494,1479,1494,NA,576,GasA,TA,0,1200,279,Y,217000
60,80,Reg,1038,1030,2098,Gd,878,GasA,Gd,178,0,1030,Y,275500
20,61,Reg,1026,1026,1026,NA,440,GasA,TA,0,439,115,Y,156000
160,34,Reg,742,729,1471,NA,440,GasA,TA,894,381,348,Y,172500
60,68,IR1,866,866,1768,NA,578,GasA,Gd,0,20,846,Y,212000
60,NA,IR1,672,672,1386,TA,440,GasA,TA,328,438,234,Y,158900
160,24,Reg,757,744,1501,NA,440,GasA,TA,360,549,195,Y,179400
60,65,IR1,1328,1318,2531,TA,752,GasA,Gd,513,56,1198,Y,290000
20,70,Reg,864,864,864,NA,300,GasA,TA,0,612,252,Y,127500
30,60,Reg,1301,1145,1301,NA,440,GasA,TA,0,405,740,Y,100000
60,72,Reg,764,756,1547,NA,614,GasA,TA,0,24,732,Y,215200
60,82,Reg,1268,1252,2365,Gd,856,GasA,Gd,673,1163,89,Y,337000
120,30,IR1,1494,1494,1494,Gd,481,GasA,Gd,0,437,0,Y,270000
20,75,IR1,1506,1498,1506,Gd,592,GasA,Gd,284,0,1498,Y,264132
60,80,Reg,980,980,1714,TA,496,GasA,TA,42,394,586,Y,196500
50,75,IR1,983,983,1750,NA,423,GasA,TA,0,660,323,Y,160000
20,70,Reg,1836,1860,1836,Gd,484,GasA,Gd,0,24,1836,Y,216837
60,47,IR2,1690,1650,3279,Gd,841,GasA,Ex,603,1416,234,Y,538000
85,NA,IR1,858,858,858,NA,576,GasA,TA,0,685,173,Y,134900
20,67,Reg,1220,836,1220,NA,396,GasA,TA,0,836,0,Y,102000
80,94,Reg,1117,1029,1117,TA,672,GasA,TA,0,422,480,Y,107000
20,70,Reg,912,912,912,NA,275,GasA,TA,1,456,456,Y,114500
20,110,Reg,1973,1935,1973,Gd,895,GasA,Gd,375,0,1935,Y,395000
120,32,Reg,1204,1204,1204,NA,412,GasA,TA,320,866,338,Y,162000
20,86,IR1,1614,1614,1614,NA,865,GasA,Gd,240,20,1594,Y,221500
20,100,IR1,894,864,894,Fa,440,GasA,TA,0,762,102,Y,142500
90,60,Reg,2020,0,2020,TA,630,GasA,TA,320,0,0,Y,144000
90,78,Reg,1004,975,1004,NA,504,GasA,TA,90,975,0,Y,135000
20,63,Reg,1253,1237,1253,TA,402,GasA,TA,38,0,1237,Y,176000
60,65,Reg,810,761,1603,NA,484,GasA,Gd,0,387,374,Y,175900
20,67,IR2,1430,1413,1430,NA,605,GasA,Gd,0,0,1413,Y,187100
85,NA,IR1,1110,1097,1110,TA,602,GasA,TA,104,1097,0,Y,165500
75,35,Reg,742,742,1484,Gd,0,GasA,TA,0,0,742,Y,128000
20,NA,Reg,1342,1372,1342,Gd,457,GasA,TA,0,251,491,Y,161500
50,60,Reg,966,686,1652,NA,416,GasA,TA,0,686,0,Y,139000
60,76,IR1,956,956,2084,NA,618,GasA,Gd,0,656,300,Y,233000
20,50,Reg,901,901,901,NA,281,GasA,TA,0,0,901,Y,107900
60,NA,IR1,976,832,2087,NA,444,GasA,TA,157,568,264,Y,187500
120,43,Reg,1145,1145,1145,Gd,397,GasA,Gd,11,16,1129,Y,160200
80,NA,IR1,1062,1029,1062,TA,539,GasA,TA,0,539,490,Y,146800
60,92,IR1,1127,1117,2013,TA,455,GasA,Gd,0,862,255,Y,269790
20,76,Reg,1496,1496,1496,NA,474,GasA,Gd,140,0,1496,Y,225000
60,NA,IR1,1086,712,1895,TA,409,GasA,Gd,0,0,712,Y,194500
60,70,Reg,888,650,1564,TA,476,GasA,TA,130,0,650,Y,171000
20,71,Reg,1285,660,1285,TA,528,GasA,TA,148,0,660,Y,143500
20,57,Reg,773,773,773,NA,240,GasA,TA,0,570,203,Y,110000
60,104,Reg,1966,1926,3140,Gd,820,GasA,Ex,860,0,1926,Y,485000
50,60,Reg,981,731,1768,TA,240,GasA,TA,252,569,162,Y,175000
60,79,IR1,616,616,1688,NA,603,GasA,TA,0,462,154,Y,200000
30,40,Reg,1196,1196,1196,NA,440,GasA,TA,0,197,999,Y,109900
60,63,Reg,728,728,1456,Gd,410,GasA,Gd,0,648,80,Y,189000
60,107,Reg,1734,1734,2822,Gd,1020,GasA,Ex,424,0,1734,Y,582933
20,75,Reg,1128,936,1128,NA,286,GasA,TA,0,812,124,Y,118000
20,91,IR1,1428,1417,1428,NA,554,GasA,Gd,256,0,1417,Y,227680
80,75,Reg,980,980,980,NA,384,GasA,TA,0,400,100,Y,135500
70,144,Reg,1072,1324,1576,TA,528,GasA,TA,0,1309,15,Y,223500
80,85,Reg,1086,1024,1086,Gd,484,GasA,TA,1047,516,380,Y,159950
75,90,Reg,1075,849,2138,NA,360,GasA,TA,0,0,849,N,106000
20,78,Reg,1309,1040,1309,Fa,484,GasA,TA,99,663,0,Y,181000
120,NA,Reg,848,848,848,Gd,420,GasA,Gd,169,662,186,Y,144500
20,66,Reg,1044,540,1044,NA,504,GasA,Fa,0,0,540,N,55993
20,75,Reg,1442,1442,1442,NA,301,GasA,TA,243,608,834,Y,157900
50,45,Reg,686,686,1250,NA,280,GasW,TA,0,0,686,Y,116000
20,48,IR2,1661,1649,1661,NA,598,GasA,TA,442,0,1649,Y,224900
20,NA,IR1,1008,1008,1008,Gd,275,GasA,TA,0,486,522,Y,137000
20,NA,IR1,1689,1568,1689,Gd,857,GasA,Gd,148,1218,350,Y,271000
80,80,Reg,1052,1010,1052,NA,440,GasA,TA,80,504,506,Y,155000
120,44,IR1,1358,1358,1358,Gd,484,GasA,Gd,128,733,625,Y,224000
60,72,IR1,798,798,1640,NA,595,GasA,Gd,0,0,798,Y,183000
20,60,Reg,936,936,936,NA,576,GasA,Fa,0,0,936,N,93000
60,NA,IR1,847,847,1733,Gd,433,GasA,Gd,0,0,847,Y,225000
50,60,Reg,944,778,1489,Gd,240,GasA,TA,0,0,778,Y,139500
20,81,Reg,1489,1489,1489,Gd,776,GasA,Gd,0,0,1489,Y,232600
20,114,Reg,2084,2078,2084,Gd,1220,GasA,Ex,816,1636,442,Y,385000
45,50,Reg,784,784,784,NA,0,GasA,TA,0,784,0,Y,109500
20,65,IR1,1434,1454,1434,TA,527,GasA,Gd,0,20,1434,Y,189000
60,NA,IR2,1160,1013,2126,NA,538,GasA,TA,0,249,0,Y,185000
160,24,Reg,520,600,1223,NA,480,GasA,Gd,0,0,600,Y,147400
20,80,IR1,1392,1392,1392,Gd,458,GasA,TA,387,1040,352,Y,166000
160,30,Reg,520,600,1200,NA,480,GasA,TA,0,0,600,Y,151000
60,44,IR1,941,941,1829,TA,613,GasA,Gd,223,483,458,Y,237000
20,100,Reg,1516,1516,1516,NA,472,GasA,TA,180,196,975,Y,167000
20,75,Reg,1144,1144,1144,NA,456,GasA,TA,136,572,572,Y,139950
20,60,Reg,1067,1067,1067,NA,436,GasA,TA,0,442,625,Y,128000
30,90,Reg,1559,1559,1559,NA,812,GasA,TA,0,338,1221,Y,153500
160,21,Reg,483,483,987,NA,264,GasA,TA,158,330,153,Y,100000
20,75,Reg,1099,1099,1099,NA,352,GasA,TA,0,0,1099,Y,144000
50,70,Reg,768,768,1200,NA,240,GasA,TA,0,352,416,Y,130500
70,NA,IR1,810,672,1482,NA,400,GasA,TA,0,156,516,N,140000
70,60,Reg,958,650,1539,Po,686,GasA,TA,0,0,650,Y,157500
80,82,Reg,1165,1127,1165,NA,490,GasA,TA,183,312,276,Y,174900
90,80,Reg,1800,1800,1800,NA,0,GasA,TA,0,0,1800,N,141000
50,100,IR1,876,876,1416,Gd,720,GasA,TA,0,0,876,Y,153900
85,NA,IR1,1701,1390,1701,TA,611,GasA,TA,0,1390,0,Y,171000
60,75,Reg,1006,740,1775,TA,425,GasA,Gd,137,513,227,Y,213000
20,36,IR1,864,864,864,Fa,338,GasA,TA,0,460,404,Y,133500
50,75,IR2,1307,907,2358,Gd,360,GasA,TA,0,0,907,Y,240000
80,80,Reg,1094,528,1855,TA,512,GasA,Gd,360,0,528,Y,187000
120,36,Reg,848,848,848,NA,420,GasA,Gd,170,659,189,Y,131500
120,NA,Reg,1456,1273,1456,TA,400,GasA,Gd,40,0,1273,Y,215000
75,53,Reg,918,918,1646,Gd,240,GasA,TA,0,364,554,Y,164000
80,NA,IR1,1445,1127,1445,Fa,645,GasA,TA,115,564,563,Y,158000
20,102,Reg,1779,1763,1779,Gd,454,GasA,TA,0,306,372,Y,170000
20,NA,IR1,1040,1040,1040,NA,260,GasA,TA,0,659,381,Y,127000
80,NA,IR1,1026,940,1026,NA,576,GasA,TA,0,505,0,Y,147000
60,65,Reg,702,702,1481,TA,343,GasA,TA,0,0,702,Y,174000
20,80,Reg,1370,1090,1370,TA,479,GasA,TA,189,0,1090,Y,152000
60,NA,IR1,1512,1054,2654,Gd,619,GasA,TA,220,619,435,Y,250000
50,55,Reg,912,912,1426,Gd,216,GasA,Gd,0,0,912,Y,189950
190,75,Reg,1039,1039,1039,NA,504,GasA,TA,0,841,198,Y,131500
20,81,Reg,1097,1040,1097,NA,480,GasA,TA,0,338,702,Y,152000
20,70,Reg,1148,1148,1148,NA,672,GasA,TA,0,1148,0,Y,132500
20,72,Reg,1372,1372,1372,NA,529,GasA,Gd,0,0,1372,Y,250580
20,NA,IR1,1002,1002,1002,NA,902,GasA,TA,76,828,174,Y,148500
20,67,IR1,1646,1638,1646,Gd,870,GasA,Gd,274,0,1638,Y,248900
20,85,Reg,1120,1040,1120,NA,544,GasA,TA,0,932,108,Y,129000
60,NA,IR2,1547,0,2320,TA,672,GasA,TA,0,0,0,Y,169000
60,80,Reg,1062,1050,1949,TA,574,GasA,Gd,246,750,300,Y,236000
20,60,Reg,894,894,894,NA,308,GasA,TA,0,0,894,N,109500
60,70,Reg,804,804,1682,NA,523,GasA,TA,116,505,299,Y,200500
20,74,Reg,910,105,910,NA,414,GasA,Gd,0,0,105,Y,116000
40,60,Reg,1036,832,1268,Gd,288,GasA,Gd,0,375,457,Y,133000
50,52,Reg,676,676,1131,NA,200,GasA,TA,0,0,676,Y,66500
60,75,Reg,1184,1184,2610,Gd,550,GasA,Gd,0,64,1120,Y,303477
20,94,Reg,1040,1064,1040,NA,648,GasA,TA,0,633,431,Y,132250
60,74,Reg,1462,1462,2224,Gd,738,GasA,Gd,216,1170,292,Y,350000
85,88,IR1,1155,1109,1155,NA,576,GasA,TA,0,899,210,Y,148000
20,NA,IR1,864,864,864,NA,336,GasA,Gd,90,646,218,Y,136500
20,60,Reg,1090,1090,1090,NA,450,GasA,TA,0,980,110,Y,157000
50,44,IR1,1187,1156,1717,TA,400,GasA,Gd,117,902,254,Y,187500
60,NA,IR1,808,808,1593,TA,389,GasA,TA,0,0,808,Y,178000
75,60,Reg,954,795,2230,NA,440,GasA,Gd,0,0,795,N,118500
20,65,Reg,892,892,892,NA,288,GasA,TA,60,432,460,Y,100000
120,50,IR1,1709,1698,1709,TA,506,GasA,Gd,60,1238,460,Y,328900
90,70,Reg,1712,1626,1712,NA,588,GasA,TA,122,528,1098,Y,145000
50,59,IR1,872,816,1393,NA,300,GasA,TA,0,0,816,Y,135500
20,95,IR1,2217,2217,2217,TA,621,GasA,Gd,0,351,1043,Y,268000
20,128,Reg,1505,1505,1505,TA,505,GasA,TA,90,1024,481,Y,149500
50,60,Reg,672,672,924,Po,576,GasA,TA,0,0,672,Y,122900
60,70,Reg,918,918,1683,TA,440,GasA,TA,92,226,192,Y,172500
20,70,Reg,1068,1059,1068,NA,264,GasA,TA,0,663,396,Y,154500
20,NA,Reg,1383,1383,1383,Gd,354,GasA,TA,0,1064,319,Y,165000
90,64,Reg,1535,0,1535,NA,400,GasA,TA,0,0,0,Y,118858
60,71,Reg,983,780,1796,TA,483,GasA,TA,415,400,380,Y,140000
30,50,Reg,951,951,951,NA,327,GasA,TA,0,285,666,N,106500
90,64,Reg,1120,0,2240,NA,528,GasA,TA,0,0,0,Y,142953
20,100,IR1,2364,2330,2364,Gd,820,GasA,Ex,760,2188,142,Y,611657
20,65,Reg,1236,912,1236,TA,288,GasA,TA,0,465,447,Y,135000
20,NA,IR1,858,858,858,NA,684,GasA,TA,0,322,536,Y,110000
20,64,IR1,1306,992,1306,NA,756,GasA,TA,0,860,132,Y,153000
60,63,Reg,807,783,1509,Gd,393,GasA,Gd,0,0,783,Y,180000
20,50,IR1,1670,1670,1670,Gd,690,GasA,Gd,27,0,1670,Y,240000
20,NA,IR1,902,876,902,NA,288,GasA,TA,75,599,277,Y,125500
20,80,Reg,1063,1056,1063,NA,280,GasA,TA,110,354,412,Y,128000
20,116,IR1,1636,1623,1636,Gd,865,GasA,Gd,208,63,1560,Y,255000
50,86,IR1,1020,1017,2057,Gd,180,GasA,Gd,0,223,794,Y,250000
20,NA,IR1,902,864,902,NA,484,GasA,TA,0,301,239,Y,131000
60,149,IR2,742,742,1484,Gd,390,GasA,Gd,0,0,742,Y,174000
90,80,Reg,1105,1105,2274,NA,480,GasA,TA,361,443,662,Y,154300
20,NA,IR1,1268,1268,1268,NA,252,GasA,TA,0,196,1072,Y,143500
30,51,Reg,1015,768,1015,NA,450,GasA,TA,0,489,279,N,88000
90,82,Reg,1001,1001,2002,NA,871,GasA,TA,0,284,717,N,145000
160,30,Reg,612,612,1224,NA,528,GasA,Gd,76,294,318,Y,173733
160,21,Reg,546,546,1092,NA,286,GasA,TA,80,0,546,Y,75000
20,50,Reg,480,480,480,NA,308,GasA,TA,0,50,430,N,35311
20,NA,Reg,1229,1134,1229,NA,284,GasA,TA,0,1059,75,Y,135000
60,103,IR1,912,1104,2127,TA,833,GasA,Gd,0,48,422,Y,238000
20,87,IR1,1414,1184,1414,TA,601,GasA,Ex,0,528,245,Y,176500
60,70,IR1,936,928,1721,NA,471,GasA,Gd,105,814,114,Y,201000
90,67,Reg,1272,1272,2200,NA,0,GasA,TA,0,1084,188,Y,145900
20,65,Reg,1316,1316,1316,Gd,397,GasA,Gd,0,28,1288,Y,169990
120,50,Reg,1617,1604,1617,Fa,533,GasA,Gd,0,165,598,Y,193000
20,79,Reg,1686,1686,1686,TA,612,GasA,TA,157,625,0,Y,207500
20,NA,IR1,1126,1126,1126,NA,540,GasA,TA,0,767,266,Y,175000
60,93,Reg,1234,1181,2374,Gd,656,GasA,Gd,340,0,1181,Y,285000
60,NA,Reg,1098,832,1978,Gd,486,GasA,TA,342,552,280,Y,176000
20,NA,Reg,1788,1753,1788,TA,522,GasA,Gd,0,0,1753,Y,236500
60,NA,IR1,993,964,2236,TA,642,GasA,TA,285,0,964,Y,222000
20,73,IR1,1466,1466,1466,NA,610,GasA,Gd,0,16,1450,Y,201000
20,70,Reg,925,925,925,NA,429,GasA,TA,0,338,121,Y,117500
20,84,IR1,1905,1905,1905,Gd,788,GasA,Ex,302,0,1905,Y,320000
20,63,Reg,1500,1500,1500,NA,570,GasA,Gd,210,20,1480,Y,190000
20,313,IR2,2069,585,2069,Gd,505,GasA,TA,0,425,160,Y,242000
30,52,IR1,747,600,747,NA,528,GasA,TA,108,0,600,Y,79900
20,67,Reg,1200,1176,1200,NA,555,GasA,Gd,NA,833,343,Y,184900
60,75,Reg,1113,1113,1971,Gd,689,GasA,Gd,0,341,772,Y,253000
60,73,Reg,1391,1391,1962,NA,868,GasA,Gd,0,464,927,Y,239799
70,NA,Reg,1207,1032,2403,TA,349,GasA,TA,0,0,1032,Y,244400
90,55,IR1,1728,1728,1728,NA,574,GasA,TA,0,936,396,Y,150900
60,NA,IR1,1022,992,2060,TA,390,GasA,Gd,298,772,220,Y,214000
90,42,IR1,1440,1440,1440,NA,0,GasA,TA,0,1440,0,Y,150000
90,100,Reg,1632,1632,1632,NA,576,GasA,TA,0,0,1632,Y,143000
20,NA,IR1,1344,819,1344,Gd,525,GasA,TA,541,111,354,Y,137500
50,98,Reg,1188,1088,1869,NA,456,GasA,TA,0,1088,0,Y,124900
80,70,Reg,1144,1144,1144,TA,796,GasA,TA,128,748,102,Y,143000
20,85,Reg,1629,1616,1629,Gd,808,GasA,Gd,236,1300,316,Y,270000
60,65,IR1,936,936,1776,TA,474,GasA,Gd,144,0,936,Y,192500
20,78,Reg,1381,1161,1381,TA,676,GasA,TA,0,982,179,Y,197500
20,60,Reg,864,864,864,NA,720,GasA,TA,0,398,317,Y,129000
20,60,Reg,965,828,965,NA,300,GasA,TA,0,641,187,Y,119900
85,60,Reg,768,768,768,NA,396,GasA,TA,0,660,108,Y,133900
60,NA,IR1,1168,784,1968,Po,530,GasA,TA,232,562,29,Y,172000
90,35,IR1,980,945,980,NA,0,GasA,TA,250,945,0,Y,127500
90,82,IR1,979,979,1958,NA,492,GasA,TA,423,484,495,N,145000
160,24,Reg,561,561,1229,TA,462,GasA,TA,0,285,276,Y,124000
20,70,Reg,1057,1057,1057,NA,576,GasA,TA,0,417,640,Y,132000
20,65,Reg,1337,1337,1337,NA,531,GasA,Gd,0,699,638,Y,185000
160,24,Reg,696,696,1416,NA,484,GasA,Gd,0,604,92,Y,155000
20,50,IR1,858,858,858,NA,0,GasA,TA,0,696,162,Y,116500
60,NA,IR1,1542,1330,2872,TA,619,GasA,TA,424,896,434,Y,272000
160,24,Reg,804,804,1548,TA,440,GasA,TA,0,556,248,Y,155000
20,122,IR1,1800,1800,1800,NA,702,GasA,Gd,0,0,1800,Y,239000
60,80,Reg,824,817,1894,Gd,510,GasA,Gd,44,624,193,Y,214900
60,65,Reg,783,783,1484,Gd,393,GasA,Gd,0,0,783,Y,178900
50,130,IR1,976,728,1308,TA,256,GasA,Gd,0,428,300,Y,160000
20,NA,IR1,1098,1098,1098,NA,260,GasA,TA,151,902,196,Y,135000
50,50,Reg,600,600,968,NA,0,Grav,TA,0,0,600,N,37900
190,75,Reg,1095,588,1095,NA,264,GasA,TA,105,513,75,Y,140000
50,60,Reg,720,720,1192,NA,0,GasA,TA,0,0,720,N,135000
160,36,Reg,764,764,1626,NA,474,GasA,Gd,106,567,197,Y,173000
120,55,Reg,918,918,918,TA,264,GasA,TA,0,0,918,Y,99500
20,95,Reg,1428,1428,1428,NA,480,GasA,Gd,NA,0,1428,Y,182000
70,60,IR1,1136,728,2019,NA,532,GasA,TA,0,0,728,N,167500
160,NA,Reg,673,673,1382,NA,490,GasA,Gd,0,641,32,Y,165000
30,51,IR1,869,440,869,NA,0,GasA,TA,0,0,440,Y,85500
120,35,IR1,1241,1241,1241,NA,569,GasA,Gd,NA,1106,135,Y,199900
20,68,Reg,894,894,894,NA,400,GasA,TA,0,552,342,Y,110000
20,80,Reg,1121,1121,1121,NA,480,GasA,TA,0,651,470,Y,139000
85,NA,IR1,999,944,999,NA,588,GasA,Ex,210,867,77,Y,178400
60,98,IR1,1276,1225,2612,TA,676,GasA,Gd,975,854,371,Y,336000
20,43,Reg,1266,1266,1266,Gd,388,GasA,Gd,16,0,1266,Y,159895
60,NA,Reg,1149,1128,2290,Gd,779,GasA,Gd,0,0,1128,Y,255900
90,75,Reg,1302,0,1734,NA,539,GasA,TA,0,0,0,Y,126000
190,68,Reg,1164,1164,1164,NA,240,GasW,TA,0,1040,124,N,125000
50,59,Reg,1001,485,1635,NA,255,GasA,TA,0,0,485,Y,117000
20,83,IR1,1940,1930,1940,Gd,606,GasA,Ex,450,1646,284,Y,395192
60,NA,IR1,1118,848,2030,TA,551,GasA,TA,298,156,692,Y,195000
60,65,Reg,778,770,1576,NA,614,GasA,Gd,0,0,770,Y,197000
60,82,Reg,1407,1396,2392,TA,870,GasA,Gd,423,1074,322,Y,348000
70,121,Reg,916,916,1742,Gd,424,GasA,Gd,0,216,700,Y,168000
60,80,Reg,1020,822,1851,Fa,440,GasA,TA,340,536,169,Y,187000
60,68,Reg,750,750,1500,NA,564,GasA,TA,0,0,750,Y,173900
20,96,Reg,1718,1700,1718,Gd,786,GasA,Ex,230,1172,528,Y,337500
50,51,IR1,774,747,1230,NA,305,GasA,TA,0,384,363,Y,121600
20,NA,IR1,1050,1050,1050,NA,368,GasA,TA,0,915,135,Y,136500
20,NA,IR1,1442,1442,1442,TA,615,GasA,TA,571,0,1442,Y,185000
30,60,Reg,1077,1007,1077,Gd,210,GasA,TA,0,0,1007,N,91000
20,64,Reg,1208,1187,1208,NA,632,GasA,Gd,24,686,501,Y,206000
20,74,Reg,944,0,944,NA,528,GasW,TA,0,0,0,N,82000
30,60,Reg,691,691,691,NA,216,GasA,TA,0,0,691,Y,86000
20,75,IR1,1574,1574,1574,Gd,824,GasA,Gd,53,24,1550,Y,232000
90,NA,IR1,1680,1680,1680,NA,528,GasA,TA,164,0,1680,Y,136905
120,43,Reg,1504,1346,1504,Gd,457,GasA,Gd,16,16,1330,Y,181000
80,65,Reg,985,985,985,NA,328,GasA,Gd,220,595,390,Y,149900
20,NA,IR3,1657,1657,1657,TA,484,GasA,TA,0,1237,420,Y,163500
160,21,Reg,546,546,1092,NA,286,GasA,TA,0,273,0,Y,88000
20,43,IR1,1710,1710,1710,Gd,550,GasA,Gd,108,0,1710,Y,240000
50,60,Reg,1008,1008,1522,NA,0,GasA,TA,0,0,1008,Y,102000
50,115,Reg,720,720,1271,Gd,312,GasA,TA,0,0,720,Y,135000
