"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
11077,-117.85,33.81,32,1766,322,876,330,4.0417,234500,"<1H OCEAN"
2047,-119.72,36.73,9,1914,491,1116,424,1.4646,65900,"INLAND"
6427,-117.99,34.13,37,1568,371,1618,350,2.9605,129400,"INLAND"
19372,-120.84,37.92,27,471,84,195,72,3.3333,208300,"INLAND"
12830,-121.46,38.7,32,965,183,568,188,3.8611,93900,"INLAND"
16525,-121.2,37.8,24,1698,344,927,313,3.5625,130800,"INLAND"
2324,-119.73,36.83,8,3602,NA,1959,580,5.3478,138800,"INLAND"
2805,-119.03,35.45,14,3520,604,1748,582,4.3162,87100,"INLAND"
3414,-118.4,34.28,16,6573,1480,6161,1473,3.3304,154900,"<1H OCEAN"
12646,-121.47,38.52,26,2177,638,1971,560,1.2575,66800,"INLAND"
17658,-121.89,37.28,35,2418,375,988,374,6.0936,365400,"<1H OCEAN"
6545,-118.02,34.05,34,1610,513,2050,508,2.5562,156300,"<1H OCEAN"
17617,-121.93,37.28,10,3163,832,1537,797,4.1674,214000,"<1H OCEAN"
1462,-121.99,37.97,30,3320,589,1470,543,4.6071,184100,"INLAND"
8325,-118.3,33.95,35,1182,305,977,283,1.5898,94000,"<1H OCEAN"
12823,-121.59,38.69,32,541,82,229,98,8.0379,383300,"INLAND"
5422,-118.43,34.02,41,2403,516,1001,514,4.3906,500001,"<1H OCEAN"
13991,-117.16,34.9,16,1579,327,934,298,2.7305,73800,"INLAND"
4760,-118.34,34.04,37,1466,529,1835,500,1.7014,123200,"<1H OCEAN"
9959,-122.33,38.39,36,831,122,272,109,6.3427,304800,"INLAND"
14059,-117.13,32.74,52,1512,321,651,321,3.6852,185300,"NEAR OCEAN"
10913,-117.86,33.73,30,2651,572,3249,552,3.7202,182100,"<1H OCEAN"
19984,-119.34,36.2,12,1632,378,1303,315,2.0333,54400,"INLAND"
18245,-122.08,37.39,44,1498,430,848,400,2.8438,307100,"NEAR BAY"
3749,-118.38,34.19,42,1308,289,950,302,2.7379,181500,"<1H OCEAN"
10620,-117.82,33.68,3,3068,494,1357,486,7.9187,333600,"<1H OCEAN"
7759,-118.13,33.91,34,916,162,552,164,4.9107,222000,"<1H OCEAN"
8507,-118.3,33.88,30,1348,333,885,322,3.2574,195300,"<1H OCEAN"
5691,-118.24,34.23,41,1912,308,896,314,5.3473,352700,"<1H OCEAN"
10116,-117.93,33.94,30,2658,382,1135,392,6.0516,245000,"<1H OCEAN"
3454,-118.42,34.3,29,3334,712,2919,718,3.6548,180300,"<1H OCEAN"
18725,-122.33,40.6,5,6383,1206,2965,1141,3.8103,111100,"INLAND"
7390,-118.25,33.97,38,1231,346,1217,354,1.8661,106600,"<1H OCEAN"
9682,-118.97,37.64,14,2284,622,342,137,3.0921,87500,"INLAND"
8278,-118.16,33.78,52,3248,853,1819,815,3.1739,222900,"NEAR OCEAN"
13124,-121.26,38.27,20,1314,229,712,219,4.4125,144600,"INLAND"
14203,-117.01,32.7,25,2321,398,1434,386,3.5341,120800,"NEAR OCEAN"
14133,-117.07,32.76,14,2523,545,1297,525,2.3886,138100,"NEAR OCEAN"
10978,-117.85,33.76,33,1866,327,1053,371,4.5461,213800,"<1H OCEAN"
13832,-117.23,34.51,9,5756,807,2158,758,5.5875,167800,"INLAND"
16289,-121.31,37.93,21,1556,314,1140,304,2.4667,81400,"INLAND"
12178,-117.32,33.8,11,3196,576,1757,552,4.0982,173300,"INLAND"
11739,-121.07,38.9,52,1280,281,523,266,1.7375,122200,"INLAND"
2963,-119.05,35.34,14,3580,984,1933,912,2.6637,175000,"INLAND"
19079,-122.47,38.34,15,2411,446,1144,407,4.3472,261000,"<1H OCEAN"
11898,-117.37,33.96,33,3974,548,1398,528,7.2519,216600,"INLAND"
2085,-119.81,36.76,52,1792,352,1049,357,2.4375,57100,"INLAND"
2511,-119.55,36.51,46,55,11,26,5,4.125,67500,"INLAND"
16316,-121.32,38.01,36,391,74,171,79,2.7045,102800,"INLAND"
335,-122.17,37.73,43,1473,371,1231,341,2.1587,86500,"NEAR BAY"
6561,-118.13,34.19,48,2539,425,930,364,4.7269,303900,"INLAND"
20483,-118.72,34.28,17,2654,478,1392,451,5.4459,223900,"<1H OCEAN"
18687,-121.76,37,21,1416,269,779,200,3.1987,279800,"<1H OCEAN"
6463,-118.06,34.1,42,1576,313,697,282,4.3523,283600,"<1H OCEAN"
19748,-122.24,40.19,29,1912,336,859,325,3.7,70500,"INLAND"
3246,-119.57,36.1,37,1676,316,707,274,2.0595,60700,"INLAND"
14481,-117.25,32.82,19,5255,762,1773,725,7.8013,474000,"NEAR OCEAN"
17978,-121.97,37.31,25,5775,1225,3580,1138,3.9187,314900,"<1H OCEAN"
19757,-122.25,40.17,19,3182,630,1741,642,1.9727,64900,"INLAND"
13097,-121.3,38.51,19,822,134,457,133,4.15,157500,"INLAND"
8512,-118.31,33.9,30,2407,581,1724,531,3.4792,194700,"<1H OCEAN"
1430,-122.03,37.98,45,2842,567,1261,535,3.6042,138200,"NEAR BAY"
6488,-118,34.1,34,2249,460,1544,441,3.4005,176300,"INLAND"
16485,-121.06,38.25,13,651,102,301,104,3.6528,2e+05,"INLAND"
1148,-121.19,39.55,17,1483,284,481,211,1.4896,83300,"INLAND"
14257,-117.11,32.71,30,1729,457,1673,460,1.7,85900,"NEAR OCEAN"
10767,-117.9,33.63,26,1632,376,598,375,3.2125,455000,"<1H OCEAN"
10314,-117.8,33.85,23,3038,470,1568,438,5.6403,233000,"<1H OCEAN"
11280,-117.96,33.8,35,1493,267,811,272,5.244,218000,"<1H OCEAN"
15993,-122.47,37.75,49,2747,472,1281,448,5.482,366300,"NEAR BAY"
9964,-122.24,38.31,38,1938,301,823,285,6.1089,280800,"NEAR BAY"
757,-122.04,37.66,23,2419,348,1066,384,6.3501,350000,"NEAR BAY"
12454,-114.57,33.52,27,173,35,117,34,2.0833,45000,"INLAND"
5507,-118.42,33.98,3,475,155,236,153,3.6667,450000,"<1H OCEAN"
5367,-118.39,34.04,44,1873,286,635,283,5.5951,461300,"<1H OCEAN"
8047,-118.17,33.84,45,1533,331,791,335,3.4605,186600,"<1H OCEAN"
1067,-121.85,39.74,41,2901,689,1426,632,1.5633,84500,"INLAND"
6919,-118,33.96,37,2414,323,878,305,9.1541,453800,"<1H OCEAN"
9532,-120.46,37.51,22,2704,497,1432,399,2.9,83100,"INLAND"
8570,-118.43,33.9,27,1536,377,553,326,5.4088,500001,"<1H OCEAN"
4979,-118.29,34,41,1807,493,1731,471,1.2347,111700,"<1H OCEAN"
15087,-116.92,32.81,23,2668,528,1510,524,3.3669,158900,"<1H OCEAN"
1988,-119.81,36.73,47,1314,416,1155,326,1.372,49600,"INLAND"
6913,-117.97,33.96,30,4873,667,1995,638,7.2472,441900,"<1H OCEAN"
15479,-117.15,33.16,5,4750,962,2726,905,3.5839,158500,"<1H OCEAN"
15318,-117.36,33.2,19,2129,562,1323,525,2.9539,169900,"NEAR OCEAN"
3686,-118.37,34.21,36,2080,455,1939,484,4.2875,176600,"<1H OCEAN"
13883,-117.26,34.43,11,4597,782,2534,776,3.3368,99300,"INLAND"
3726,-118.42,34.18,31,2887,646,1626,637,3.6745,335500,"<1H OCEAN"
1367,-122.13,38.01,48,2123,494,859,474,1.8523,144800,"NEAR BAY"
8378,-118.35,33.95,30,2661,765,2324,724,3.0519,137500,"<1H OCEAN"
8306,-118.12,33.76,45,3035,516,1127,527,7.0796,500001,"NEAR OCEAN"
19835,-119.39,36.54,34,1590,422,1272,407,1.8068,59000,"INLAND"
6458,-118.06,34.11,36,2178,485,914,412,2.7656,239500,"INLAND"
14228,-117.04,32.68,13,2132,425,1345,432,4,89300,"NEAR OCEAN"
18549,-122.02,36.97,39,2124,661,1365,606,1.6642,281300,"NEAR OCEAN"
14126,-117.08,32.75,16,1111,328,930,303,1.2347,128100,"NEAR OCEAN"
313,-122.19,37.77,41,2036,510,1412,454,2.0469,89300,"NEAR BAY"
10420,-117.63,33.38,12,5744,1054,2104,847,5.1482,500001,"NEAR OCEAN"
7521,-118.26,33.91,33,954,241,655,218,2.5882,92800,"<1H OCEAN"
13549,-117.31,34.13,35,1622,393,1296,362,1.9286,68500,"INLAND"
5457,-118.47,34,38,1235,390,891,376,2.7143,287500,"<1H OCEAN"
5580,-118.3,33.83,31,2693,661,1598,618,3.1851,240200,"<1H OCEAN"
20230,-119.3,34.27,17,1527,503,688,423,1.6007,187500,"NEAR OCEAN"
17364,-120.42,34.95,52,1391,287,632,276,1.7431,131500,"<1H OCEAN"
15009,-117.02,32.76,40,2523,488,976,470,3.11,185700,"<1H OCEAN"
4295,-118.29,34.1,39,631,298,744,274,2.7054,162500,"<1H OCEAN"
7236,-118.14,34.01,46,1746,447,1296,392,2.3929,156800,"<1H OCEAN"
924,-121.89,37.49,9,4909,577,1981,591,9.7194,500001,"<1H OCEAN"
1498,-122,37.95,9,2214,256,848,239,6.8145,339200,"INLAND"
17218,-119.7,34.43,39,1486,467,758,409,2.6875,320600,"<1H OCEAN"
697,-122.1,37.69,41,746,NA,387,161,3.9063,178400,"NEAR BAY"
18783,-122.33,40.48,26,695,126,319,124,3.2788,101600,"INLAND"
15317,-117.36,33.2,19,1926,557,1190,483,1.3269,166100,"NEAR OCEAN"
18787,-122.42,40.44,16,994,NA,495,181,2.1875,76400,"INLAND"
2921,-119.02,35.37,44,2687,620,1521,549,1.7213,61600,"INLAND"
6127,-117.92,34.11,24,2838,695,2151,645,3.2202,126200,"<1H OCEAN"
13887,-115.75,35.23,5,208,78,132,56,2.5333,75000,"INLAND"
12051,-117.58,33.89,14,1731,404,1269,351,2.3654,107900,"INLAND"
5065,-118.29,33.98,41,1582,416,1422,370,1.0516,108300,"<1H OCEAN"
13045,-121.13,38.47,16,2574,441,1041,428,3.6645,203400,"INLAND"
14860,-117.08,32.64,38,917,256,494,233,1.9241,150000,"NEAR OCEAN"
2816,-119.05,35.42,35,2353,483,1368,455,2.325,63200,"INLAND"
9929,-122.31,38.3,45,3023,659,1789,657,3.6039,126000,"NEAR BAY"
19162,-122.68,38.36,8,7520,1336,3833,1287,4.3278,184100,"<1H OCEAN"
19507,-121.03,37.63,5,2881,584,1490,570,3.0398,120000,"INLAND"
12888,-121.34,38.66,18,4164,963,2032,898,2.119,133100,"INLAND"
15008,-117.02,32.76,15,1204,326,543,326,1.0278,154200,"<1H OCEAN"
7123,-118.03,33.91,32,4040,832,2526,798,3.2143,160100,"<1H OCEAN"
9848,-121.91,36.6,35,2605,410,1110,406,5.5519,329500,"NEAR OCEAN"
12102,-117.34,33.94,13,7910,NA,3382,1176,5.5563,214500,"INLAND"
5148,-118.26,33.97,52,1331,346,1144,362,1.5326,90600,"<1H OCEAN"
19100,-122.62,38.25,33,1453,250,677,237,4.0962,170200,"<1H OCEAN"
2551,-124.16,40.78,43,2241,446,932,395,2.9038,82000,"NEAR OCEAN"
7872,-118.14,33.89,37,1159,238,740,243,4.9107,179600,"<1H OCEAN"
14111,-117.12,32.75,13,2795,773,1869,690,2.1767,101800,"NEAR OCEAN"
8118,-118.2,33.8,52,1009,216,614,231,4.0074,200800,"NEAR OCEAN"
17225,-119.72,34.44,39,1489,304,700,268,3.8819,289900,"<1H OCEAN"
12099,-117.34,33.96,15,6437,1298,2805,1205,4.1883,184500,"INLAND"
6721,-118.13,34.12,46,3156,430,1109,423,10.7397,500001,"<1H OCEAN"
16757,-122.48,37.7,33,4167,1398,2923,1314,3.049,307000,"NEAR OCEAN"
15495,-117.21,33.12,4,3261,689,926,561,4.3672,258900,"NEAR OCEAN"
19091,-122.61,38.24,17,1728,271,897,284,3.4896,185900,"<1H OCEAN"
5873,-118.35,34.17,42,1604,326,814,329,4.4408,216000,"<1H OCEAN"
11700,-117.97,33.89,17,1740,445,1158,412,2.8649,137500,"<1H OCEAN"
13859,-117.27,34.49,7,2344,351,846,314,4.7361,174500,"INLAND"
4862,-118.28,34.02,29,515,229,2690,217,0.4999,500001,"<1H OCEAN"
8829,-118.36,34.09,36,1390,458,874,468,2.5812,2e+05,"<1H OCEAN"
3459,-118.44,34.31,22,3182,822,2661,746,2.7472,160100,"<1H OCEAN"
16820,-122.46,37.64,17,3523,669,2150,666,4.5938,251200,"NEAR OCEAN"
7473,-118.21,33.93,30,2831,862,3649,883,1.9668,152100,"<1H OCEAN"
11146,-117.98,33.85,23,2089,377,1085,362,4.765,181500,"<1H OCEAN"
6612,-118.11,34.18,52,3571,510,1434,490,5.9009,376000,"INLAND"
16480,-121.22,38.16,24,4411,776,2038,732,3.475,151200,"INLAND"
6691,-118.08,34.14,52,1282,189,431,187,6.1159,470800,"INLAND"
13869,-117.31,34.35,9,2404,390,1074,359,5.0198,151900,"INLAND"
2,-122.22,37.86,21,7099,1106,2401,1138,8.3014,358500,"NEAR BAY"
8112,-118.2,33.79,48,2105,592,1807,539,2.7183,190400,"NEAR OCEAN"
17001,-122.26,37.56,23,7283,1342,3399,1298,5.6683,391000,"NEAR BAY"
15537,-117.13,33.13,17,3164,652,1123,699,2.082,80000,"<1H OCEAN"
192,-122.24,37.79,43,1626,376,1284,357,2.2542,112200,"NEAR BAY"
3469,-118.48,34.31,31,1091,256,892,238,3,172400,"<1H OCEAN"
7997,-118.15,33.86,32,2630,559,1069,491,2.4659,209000,"<1H OCEAN"
2223,-119.83,36.82,14,1087,165,365,176,7.2909,155600,"INLAND"
7710,-118.14,33.95,42,1413,228,630,219,6.8564,3e+05,"<1H OCEAN"
3028,-119.45,35.13,34,1440,309,808,294,2.3013,26600,"INLAND"
10499,-117.67,33.51,18,1645,393,1490,355,3.4792,126400,"<1H OCEAN"
8874,-118.41,34.07,47,2979,626,1076,571,3.9904,500001,"<1H OCEAN"
18900,-122.25,38.11,52,2846,705,1519,620,2.1976,97900,"NEAR BAY"
5417,-118.44,34.02,32,2242,490,921,461,4.0429,500001,"<1H OCEAN"
3488,-118.54,34.3,22,4423,622,1995,582,8.2159,376200,"<1H OCEAN"
3988,-118.64,34.19,28,3274,571,1424,521,4.4167,247300,"<1H OCEAN"
17685,-121.85,37.28,17,4208,954,1476,904,2.3971,87500,"<1H OCEAN"
9483,-123.1,39.36,19,1056,248,611,226,1.746,105000,"INLAND"
15606,-116.8,32.8,11,3874,565,1672,546,6.1481,274600,"<1H OCEAN"
15811,-122.43,37.76,52,2242,459,751,464,4.75,500001,"NEAR BAY"
4290,-118.31,34.09,36,787,420,1506,360,1.2412,216700,"<1H OCEAN"
1642,-121.81,37.97,8,1584,236,615,202,6.4753,166800,"INLAND"
12990,-121.26,38.68,4,3080,827,1195,683,2.7477,133000,"INLAND"
1868,-119.95,38.95,8,430,107,36,18,2.625,187500,"INLAND"
12133,-117.22,33.92,5,16884,2865,9509,2688,4.0938,130900,"INLAND"
3524,-118.51,34.28,34,3580,565,1694,524,5.4065,243800,"<1H OCEAN"
4330,-118.31,34.08,30,1390,457,1460,423,2.2422,254500,"<1H OCEAN"
13727,-117.18,34.06,52,954,233,533,239,1.3021,1e+05,"INLAND"
995,-121.73,37.71,12,5608,1049,2595,1067,3.9864,200200,"INLAND"
16983,-122.3,37.56,36,1379,228,750,227,5.5381,282000,"NEAR OCEAN"
12294,-116.9,33.98,30,3915,672,1820,643,3.6339,98600,"INLAND"
6953,-118.07,33.99,39,552,151,807,168,3.25,153300,"<1H OCEAN"
5027,-118.33,33.99,43,2224,550,1598,545,2.8274,122500,"<1H OCEAN"
694,-122.11,37.7,23,1689,461,828,443,2.1552,161400,"NEAR BAY"
8460,-118.35,33.9,32,1056,225,565,231,3.9485,230000,"<1H OCEAN"
19690,-121.61,39.13,21,1432,328,933,336,1.6823,83800,"INLAND"
1170,-121.58,39.52,25,2409,490,1384,479,1.9956,58000,"INLAND"
10601,-117.8,33.68,8,2032,349,862,340,6.9133,274100,"<1H OCEAN"
13303,-117.62,34.07,15,4061,811,2884,734,3.3936,127000,"INLAND"
7414,-118.23,33.96,42,1977,570,2406,557,2.5913,151600,"<1H OCEAN"
14573,-117.21,32.82,31,2035,383,866,360,3.8529,212000,"NEAR OCEAN"
19721,-121.83,39.1,42,1282,198,451,159,3.2917,97900,"INLAND"
11202,-117.92,33.83,17,382,86,272,81,1.425,212500,"<1H OCEAN"
9957,-122.21,38.41,12,4270,654,1624,598,5.5266,331300,"INLAND"
10658,-117.83,33.66,15,2355,438,747,450,6.5356,272800,"<1H OCEAN"
17940,-121.94,37.34,41,2151,473,1092,469,3.7321,250000,"<1H OCEAN"
5860,-118.33,34.18,45,1552,315,785,316,3.7411,235500,"<1H OCEAN"
2468,-119.83,36.54,31,1732,332,979,294,2.5208,60000,"INLAND"
14726,-117.01,32.8,17,1558,479,803,431,2.6934,160200,"<1H OCEAN"
6396,-118.06,34.14,40,2662,379,1151,387,8.4889,500001,"INLAND"
14251,-117.09,32.72,33,1096,240,716,224,1.6944,111800,"NEAR OCEAN"
14450,-117.24,32.81,33,1588,289,683,301,5.4103,332400,"NEAR OCEAN"
13205,-117.69,34.05,10,1875,366,1055,363,4.3264,128900,"INLAND"
1561,-121.95,37.78,4,14652,2826,5613,2579,6.3942,356700,"<1H OCEAN"
7712,-118.14,33.95,36,1942,355,891,348,3.6635,282100,"<1H OCEAN"
10963,-117.88,33.78,26,1813,421,1235,343,3.5972,187500,"<1H OCEAN"
7702,-118.13,33.97,36,1759,295,837,267,4.6992,251900,"<1H OCEAN"
15123,-116.94,32.84,32,1607,253,778,262,4.5278,166300,"<1H OCEAN"
13019,-121.2,38.69,26,3077,607,1603,595,2.7174,137500,"INLAND"
15020,-117.02,32.78,33,3481,708,1726,719,3.3675,158200,"<1H OCEAN"
8396,-118.37,33.96,26,138,23,100,20,4.875,175000,"<1H OCEAN"
19771,-122.12,39.91,16,4006,797,2028,752,2.3929,77200,"INLAND"
4826,-118.31,34.04,29,2038,578,2070,570,2.0658,214600,"<1H OCEAN"
8663,-118.38,33.83,20,2270,498,1070,521,4.4615,384800,"<1H OCEAN"
6462,-118.06,34.1,38,3229,636,1599,609,3.8646,257100,"<1H OCEAN"
4613,-118.29,34.07,22,492,269,634,261,1.6406,3e+05,"<1H OCEAN"
10806,-117.94,33.62,25,1188,264,569,249,3.6607,500001,"<1H OCEAN"
3382,-118.27,34.24,30,2180,369,1050,390,6.3688,277600,"<1H OCEAN"
20303,-119.21,34.12,15,5778,1285,1722,829,4.3427,305800,"NEAR OCEAN"
3023,-119.45,35.16,34,3437,696,1783,608,2.3912,52900,"INLAND"
117,-122.25,37.83,28,5022,1750,2558,1661,2.4234,218500,"NEAR BAY"
10008,-121.22,39.11,14,1405,269,660,228,3.0804,156800,"INLAND"
2972,-119.09,35.35,14,2113,256,842,265,8.5325,224100,"INLAND"
17791,-121.82,37.37,41,1558,281,970,304,4.4167,215200,"<1H OCEAN"
8761,-118.44,33.81,33,3994,990,1647,931,5.0106,500001,"NEAR OCEAN"
4306,-118.3,34.09,32,2202,674,2178,635,2.0307,226700,"<1H OCEAN"
4783,-118.32,34.03,35,3189,935,2221,801,2.1046,114000,"<1H OCEAN"
20355,-118.97,34.18,18,7338,1020,3419,1058,7.0242,293100,"<1H OCEAN"
5262,-118.53,34.09,37,5477,833,1925,757,8.1888,500001,"<1H OCEAN"
13612,-117.27,34.15,35,1490,253,705,253,3.3616,95300,"INLAND"
13162,-121.41,36.84,23,1771,356,1105,338,3.7049,192200,"INLAND"
12468,-121.44,38.58,42,2334,435,892,446,3.0208,148800,"INLAND"
16867,-122.4,37.61,35,2084,549,1077,545,3.1628,318400,"NEAR OCEAN"
221,-122.21,37.8,39,2003,500,1109,464,3.0682,156500,"NEAR BAY"
6549,-118.02,34.05,28,991,255,1145,265,2.3611,167000,"<1H OCEAN"
12935,-121.24,38.66,14,3335,440,1329,429,6.2082,250300,"INLAND"
465,-122.27,37.87,52,3084,698,1424,694,2.7372,210200,"NEAR BAY"
20030,-119.03,36.08,19,2736,549,1432,503,2.6944,67700,"INLAND"
19676,-121.62,39.16,7,4480,776,2271,767,3.809,110700,"INLAND"
11476,-118.02,33.71,23,5554,995,2408,936,5.3886,331900,"<1H OCEAN"
13063,-121.32,38.57,15,3369,499,1733,470,5.31,127500,"INLAND"
5248,-118.44,34.09,36,3129,392,862,334,15.0001,500001,"<1H OCEAN"
7354,-118.15,33.96,33,1201,340,1482,334,2.4821,150000,"<1H OCEAN"
8715,-118.36,33.85,34,1086,197,509,158,6.1133,349300,"<1H OCEAN"
13925,-114.31,34.19,15,5612,1283,1015,472,1.4936,66900,"INLAND"
4444,-118.21,34.09,37,1822,498,1961,506,1.9881,159200,"<1H OCEAN"
9025,-118.79,34.14,7,3003,504,1143,466,5.8548,500001,"NEAR OCEAN"
16617,-120.85,35.38,27,3493,909,1481,666,2.3075,184200,"NEAR OCEAN"
4865,-118.28,34.04,19,460,241,890,229,1.6089,162500,"<1H OCEAN"
4665,-118.3,34.05,46,1386,457,1845,485,2.1414,157700,"<1H OCEAN"
8383,-118.36,33.96,25,1849,518,1498,451,2.8378,170000,"<1H OCEAN"
7312,-118.2,33.99,31,1186,387,2087,409,1.9132,154600,"<1H OCEAN"
10113,-117.94,33.94,30,1596,307,845,309,4.5096,241100,"<1H OCEAN"
8089,-118.21,33.82,34,1719,398,1444,372,2.8438,139300,"NEAR OCEAN"
5336,-118.46,34.04,25,2768,850,1558,784,3.6976,360000,"<1H OCEAN"
13955,-117.1,34.21,22,4397,931,1145,445,4.5268,108400,"INLAND"
5240,-118.23,33.93,39,2065,532,2015,535,0.8478,104900,"<1H OCEAN"
17376,-120.42,34.96,31,3518,608,1386,572,3.6212,151400,"<1H OCEAN"
6443,-118.03,34.1,31,2647,539,1473,520,3.94,223900,"INLAND"
14624,-117.17,32.78,42,1104,305,892,270,2.2768,145200,"NEAR OCEAN"
1545,-121.93,37.73,23,2564,347,1043,351,6.2048,275000,"<1H OCEAN"
20332,-119.04,34.24,20,7794,1192,4169,1188,5.9316,311900,"<1H OCEAN"
6263,-117.96,34.04,33,1458,268,1115,257,4.7955,158100,"<1H OCEAN"
17430,-120.45,34.65,27,2253,382,1197,384,3.3203,134700,"NEAR OCEAN"
654,-122.13,37.71,44,1421,298,609,270,3.5781,180000,"NEAR BAY"
11309,-117.93,33.77,36,3157,582,1842,561,4.5833,190700,"<1H OCEAN"
10841,-117.93,33.65,26,5831,1546,4738,1477,3.1483,213000,"<1H OCEAN"
19691,-121.63,39.12,34,1991,348,804,344,3.4492,98800,"INLAND"
13721,-117.18,34.07,28,1306,279,885,255,2.1154,75300,"INLAND"
10765,-117.91,33.63,20,3442,1526,1427,977,3.1985,106300,"<1H OCEAN"
6343,-117.75,34.06,52,1171,318,1126,276,1.9762,105800,"INLAND"
1656,-121.99,37.92,14,1780,224,764,226,9.0243,427700,"INLAND"
11181,-117.94,33.83,20,812,192,494,172,3.25,350000,"<1H OCEAN"
347,-122.17,37.76,33,1280,307,999,286,2.5625,89300,"NEAR BAY"
560,-122.24,37.76,52,2504,516,979,472,3.4762,244000,"NEAR BAY"
1461,-121.99,37.97,22,2823,509,1271,474,5.1333,207200,"INLAND"
20593,-121.58,39.14,52,662,160,520,149,0.8928,55000,"INLAND"
4328,-118.33,34.08,52,1777,454,671,439,3.5083,500001,"<1H OCEAN"
9312,-122.55,37.98,31,3807,828,1581,795,3.293,337500,"NEAR BAY"
18463,-121.77,37.24,12,10236,1878,5674,1816,4.747,261100,"<1H OCEAN"
2865,-118.91,35.37,32,4121,755,2590,721,3.3462,67600,"INLAND"
14473,-117.22,32.85,26,1647,261,694,259,4.6875,274400,"NEAR OCEAN"
17078,-122.2,37.48,41,733,155,652,140,5.1654,233600,"NEAR BAY"
12321,-116.51,33.89,21,1284,306,537,233,1.95,61000,"INLAND"
17372,-120.43,34.97,28,1433,270,1001,278,4.0125,130100,"<1H OCEAN"
1361,-121.98,38.05,31,2810,518,1640,503,3.3661,98500,"INLAND"
11745,-121.16,38.74,17,3353,463,1417,447,5.1721,237100,"INLAND"
13482,-117.37,34.1,10,3404,855,1656,675,1.6977,91300,"INLAND"
16499,-120.97,37.84,28,2368,430,1231,403,2.883,141900,"INLAND"
14180,-117.06,32.73,33,3444,619,1884,582,3.7891,126700,"NEAR OCEAN"
12323,-116.57,33.94,29,551,166,224,107,1.1917,50000,"INLAND"
14117,-117.1,32.73,24,2927,704,2005,668,2.2375,102900,"NEAR OCEAN"
1446,-121.99,37.97,28,2839,428,1372,443,6.2135,217200,"INLAND"
1402,-122.07,37.95,39,2199,388,1025,385,4.5893,190000,"NEAR BAY"
3059,-119.69,35.62,18,820,239,1345,207,2.1186,47500,"INLAND"
11174,-117.97,33.83,22,3310,688,1807,674,4.0185,200900,"<1H OCEAN"
8517,-118.32,33.9,37,1664,401,1316,409,3.0526,216400,"<1H OCEAN"
6835,-118.13,34.08,34,3848,991,2814,972,2.6716,227100,"<1H OCEAN"
12868,-121.35,38.68,18,7923,1558,3789,1473,3.5403,98600,"INLAND"
13686,-117.24,34.15,26,2041,293,936,375,6,140200,"INLAND"
16752,-122.46,37.71,45,1799,394,1436,389,3.65,239900,"NEAR OCEAN"
18809,-121.67,40.87,31,1581,299,776,287,2.9063,77800,"INLAND"
13922,-116,34.12,32,3163,712,1358,544,2.125,57700,"INLAND"
3061,-119.14,35.76,30,735,137,421,113,2.5625,156300,"INLAND"
4744,-118.36,34.05,42,1372,NA,674,271,2.8793,202100,"<1H OCEAN"
15573,-116.84,33.08,15,2755,519,1474,460,4.0408,225900,"<1H OCEAN"
6197,-117.89,34.09,35,1205,330,583,319,2.3971,188900,"<1H OCEAN"
19062,-122.45,38.3,24,1946,400,718,380,3.5507,257900,"NEAR BAY"
7570,-118.2,33.89,40,2538,564,2170,541,2.7212,107900,"<1H OCEAN"
14175,-117.06,32.75,34,2516,611,1317,594,2.2308,125900,"NEAR OCEAN"
20487,-118.68,34.28,17,6488,1102,3199,1070,5.0962,238000,"<1H OCEAN"
9739,-121.75,36.77,25,1851,418,1678,390,3.2937,135300,"<1H OCEAN"
12879,-121.38,38.66,17,3778,939,2393,862,1.8972,100500,"INLAND"
206,-122.23,37.79,48,1696,396,1481,343,2.0375,122500,"NEAR BAY"
11348,-117.9,33.77,35,2002,378,1726,387,3.9613,182300,"<1H OCEAN"
19728,-121.47,38.95,34,2129,350,969,314,2.7039,106300,"INLAND"
14276,-117.13,32.7,42,1210,292,945,258,0.8991,78900,"NEAR OCEAN"
5405,-118.44,34.03,37,1193,205,488,224,3.625,357600,"<1H OCEAN"
19359,-123.02,38.81,45,1717,389,916,367,3.2425,138800,"<1H OCEAN"
13636,-117.32,34.09,38,1585,345,1347,368,2.375,75300,"INLAND"
14492,-117.24,32.85,22,3479,448,1252,440,10.0707,500001,"NEAR OCEAN"
10988,-117.81,33.75,23,3498,636,1574,642,5.021,252200,"<1H OCEAN"
14909,-117.05,32.62,34,3928,686,2315,681,4.2851,144500,"NEAR OCEAN"
17498,-119.8,34.43,22,2845,500,1456,454,5.6604,276400,"NEAR OCEAN"
14912,-117.05,32.61,21,6034,1205,3795,1146,3.2633,129700,"NEAR OCEAN"
18583,-121.79,36.93,19,2512,509,1856,537,3.1815,189100,"<1H OCEAN"
15907,-122.41,37.74,52,1842,339,1032,357,5.5563,250800,"NEAR BAY"
11949,-117.45,33.94,12,3539,869,1987,859,2.1023,103700,"INLAND"
2427,-119.5,36.62,34,1440,267,1018,265,2.2206,63400,"INLAND"
6244,-117.98,34.05,35,2342,426,2176,416,3.7454,156900,"<1H OCEAN"
1585,-121.96,37.84,29,7479,977,2744,943,7.5139,398200,"INLAND"
19195,-122.69,38.44,35,1356,241,620,216,3.5521,168300,"<1H OCEAN"
